@relation training_data

@attribute 'Total Games' numeric
@attribute Wins numeric
@attribute Losses numeric
@attribute 'Winning Pct' numeric
@attribute Possessions numeric
@attribute 'Possessions Per 40 minutes' numeric
@attribute 'Floor Pct' numeric
@attribute Efficiency numeric
@attribute 'Field Goals Made' numeric
@attribute 'Field Goal Attempts' numeric
@attribute 'Field Goal Pct' numeric
@attribute 'Free Throws Made' numeric
@attribute 'Free Throw Attempts' numeric
@attribute 'Free Throw Pct' numeric
@attribute '3-pt Field Goals Made' numeric
@attribute '3-pt Field Goal Attempts' numeric
@attribute '3-pt Field Goal Pct' numeric
@attribute 'Effective Field Goal Pct' numeric
@attribute 'True Shooting Pct' numeric
@attribute 'Free Throw Rate' numeric
@attribute 'Field Goal Point Pct' numeric
@attribute 'Free Throw Point Pct' numeric
@attribute '3-pt Field Goal Point Pct' numeric
@attribute 'Points Per Possessions' numeric
@attribute Points numeric
@attribute 'Points Per Game' numeric
@attribute 'Rebound Pct' numeric
@attribute 'Total Rebounds' numeric
@attribute 'Total Rebounds Per Game' numeric
@attribute 'Offensive Reb Pct' numeric
@attribute 'Offensive Rebounds' numeric
@attribute 'Offensive Rebounds Per Game' numeric
@attribute 'Defensive Reb Pct' numeric
@attribute 'Defensive Rebounds' numeric
@attribute 'Defensive Rebounds Per Game' numeric
@attribute 'Team Rebounds' numeric
@attribute 'Team Rebounds Per Game' numeric
@attribute 'Assist Pct' numeric
@attribute Assists numeric
@attribute 'Assists Per Game' numeric
@attribute 'Assist to Turnover' numeric
@attribute 'Steal Pct' numeric
@attribute Steals numeric
@attribute 'Steals Per Game' numeric
@attribute 'Turnover Pct' numeric
@attribute Turnovers numeric
@attribute 'Turnovers Per Game' numeric
@attribute 'Block Pct' numeric
@attribute Blocks numeric
@attribute 'Blocks Per Game' numeric
@attribute Fouls numeric
@attribute 'Fouls Per Game' numeric
@attribute Disqualifications numeric
@attribute Outcome {L,W}

@data
1,-16,17,-57.9,70,0.1,-5.1,-7.8,-46,125,-6.8,-22,-57,2.7,40,152,-3.1,-5.9,-4.9,-7.1,-6.6,-0.3,6.8,-0.08,-74,-5.1,-1.3,-40,-2.7,-4.7,6,-0.1,2.1,-46,-2.5,35,1.1,-9.1,-89,-3.6,-0.19,-3.1,-51,-2,-1.7,-18,-1.1,-5.1,-75,-2.7,72,1.8,3,L
0,14,-14,50,-66,-2.3,5.7,12.3,61,-144,8.2,51,65,1.2,-7,-142,9.2,8.4,7.8,8.1,2.1,0.8,-2.8,0.12,166,5.9,4.4,88,3.2,5,-14,-0.5,3.7,102,3.6,-27,-1,5.3,71,2.5,0.12,1,11,0.4,2,26,1,4.1,61,2.1,-38,-1.3,-7,W
0,-5,5,-17.9,-136,-4.9,-8,-3,-111,-200,-1,-12,-55,4.2,33,87,0.3,1,1.8,2.7,-9.3,1.7,7.5,-0.03,-201,-7.2,-8.2,-214,-7.7,-16.6,-167,-5.9,0.2,-47,-1.7,-15,-0.5,0.2,-64,-2.3,0.05,-3.5,-75,-2.7,-2.5,-71,-2.6,-1.2,-17,-0.6,-76,-2.7,3,L
0,2,-2,7.1,-77,-2.8,0.3,0.2,-54,97,-6.5,-10,-51,4,36,146,-3.5,-5.6,-4.4,-6.1,-6.8,0.4,6.3,0,-82,-2.9,0.9,-15,-0.6,4.3,75,2.7,-2.5,-90,-3.2,6,0.2,-4.7,-63,-2.2,0.05,1.6,21,0.7,-2.9,-68,-2.5,2.6,32,1.2,-53,-1.9,-1,W
1,1,0,0.8,50,-0.6,2.2,-3.2,40,-32,3.8,-15,61,-9.4,-67,-150,-2.4,1.6,0.1,5.1,10.7,-0.7,-9.9,-0.03,-2,-2.7,2.8,63,1,3.2,24,0.4,2.4,39,0.5,-33,-1.4,8.1,79,2.4,-0.02,0.2,8,0,3.6,75,2.3,-2.4,-41,-1.7,54,1.3,-1,W
-1,1,-2,6.6,4,2.6,4.3,10.3,59,169,-1.5,-12,6,-2.4,89,236,0.4,0.8,0,-4.3,-7.9,-2.5,10.3,0.1,195,9.9,-0.5,-8,1,1.9,60,2.7,-2.8,-68,-1.5,-36,-1.2,-5.1,-6,0.3,0.39,2.7,51,2.2,-5.5,-101,-3.3,0.7,6,0.4,-5,0.5,2,W
1,10,-9,34.2,38,-1,4.8,11.2,96,25,5.8,17,18,0.8,43,13,11.5,7.2,5.9,0.5,-2.2,-2.1,4.7,0.11,245,6.4,3.1,80,1.6,3.9,14,0.1,2.3,66,1.5,0,-0.1,4.3,83,2.5,0.18,2.9,56,1.8,0.3,14,0.1,1.9,24,0.7,65,1.7,2,W
-3,-12,9,-38.6,-146,2.1,-0.3,-3.8,-77,8,-5.5,-113,-108,-7.3,43,160,-3.1,-4.1,-5,-7.6,-6,-3.6,9.5,-0.04,-224,-0.3,0.5,-68,1.7,2.8,55,3.6,-1.7,-123,-1.8,28,1.5,-8.5,-100,-2.2,-0.17,-1.1,-35,-0.5,-0.5,-38,0.1,-1.9,-32,-0.7,-106,-1.9,-1,L
-1,14,-15,51,-44,0.8,3.6,6.2,77,-86,7.7,-9,-41,2.7,-74,-255,3.2,5.6,5.1,-0.1,13.4,-1.2,-12,0.06,71,5,1.1,-4,1.2,1.3,-47,-1.3,0.9,43,2.4,-3,0,11,116,4.5,0.27,3.5,61,2.4,1.3,16,1.1,2.6,33,1.3,-22,-0.1,-16,W
1,12,-11,41.6,-25,-3.3,2.6,3.8,34,-125,6,15,44,-2.4,-38,-141,2.8,5.2,4.3,6.3,6,0.3,-6.2,0.04,45,-1,2.5,75,1.5,2.3,-25,-1.4,2.7,100,2.7,-13,-0.6,7.1,69,2,0.04,2.5,43,1.3,2.9,49,1.4,0.7,7,0.1,-17,-1.3,-10,W
-1,-9,8,-30.5,-40,0.9,-3.8,-5,-54,16,-4.2,-63,-78,-1.8,35,113,-1.4,-3.1,-3.2,-5.8,-5.2,-1.8,6.9,-0.05,-136,-2.4,-4.6,-105,-2.6,-5.3,-27,-0.6,-3.8,-78,-1.9,9,0.5,-0.2,-33,-0.7,0.02,-2.5,-50,-1.6,-1.5,-35,-0.8,1.3,27,1.2,-56,-1.4,-3,L
-1,-10,9,-34.2,-38,1,-4.8,-11.2,-96,-25,-5.8,-17,-18,-0.8,-43,-13,-11.5,-7.2,-5.9,-0.5,2.2,2.1,-4.7,-0.11,-245,-6.4,-3.1,-80,-1.6,-3.9,-14,-0.1,-2.3,-66,-1.5,0,0.1,-4.3,-83,-2.5,-0.18,-2.9,-56,-1.8,-0.3,-14,-0.1,-1.9,-24,-0.7,-65,-1.7,-2,W
1,1,0,0.8,-87,-5.6,-1.5,-1.2,-62,-145,0.6,23,7,2.8,-17,-84,3.2,0.5,1.1,4.5,-0.9,2.3,-1.3,-0.01,-118,-7,1.2,2,-1.2,-0.8,-36,-1.8,3.1,38,0.4,-4,-0.3,-2.8,-58,-2.7,-0.23,-1.2,-34,-1.5,1.9,20,0.3,0.5,-4,-0.4,60,1.5,0,W
2,15,-13,51.7,53,-3,2.5,3.2,37,-142,6.7,88,145,-2,-45,-152,2.1,5.6,5.4,13,5,3.3,-8.2,0.03,117,-1,3.5,104,1.2,3.7,-9,-1.2,3.3,113,2.3,-21,-1.1,7.9,76,1.8,-0.16,3,59,1.7,5.3,106,3.1,2.5,34,0.9,61,0.9,2,W
0,-2,2,-7.1,77,2.8,-0.3,-0.2,54,-97,6.5,10,51,-4,-36,-146,3.5,5.6,4.4,6.1,6.8,-0.4,-6.3,0,82,2.9,-0.9,15,0.6,-4.3,-75,-2.7,2.5,90,3.2,-6,-0.2,4.7,63,2.2,-0.05,-1.6,-21,-0.7,2.9,68,2.5,-2.6,-32,-1.2,53,1.9,1,W
-1,-12,11,-41.6,25,3.3,-2.6,-3.8,-34,125,-6,-15,-44,2.4,38,141,-2.8,-5.2,-4.3,-6.3,-6,-0.3,6.2,-0.04,-45,1,-2.5,-75,-1.5,-2.3,25,1.4,-2.7,-100,-2.7,13,0.6,-7.1,-69,-2,-0.04,-2.5,-43,-1.3,-2.9,-49,-1.4,-0.7,-7,-0.1,17,1.3,10,L
-2,-15,13,-51.7,-53,3,-2.5,-3.2,-37,142,-6.7,-88,-145,2,45,152,-2.1,-5.6,-5.4,-13,-5,-3.3,8.2,-0.03,-117,1,-3.5,-104,-1.2,-3.7,9,1.2,-3.3,-113,-2.3,21,1.1,-7.9,-76,-1.8,0.16,-3,-59,-1.7,-5.3,-106,-3.1,-2.5,-34,-0.9,-61,-0.9,-2,W
1,9,-8,30.5,40,-0.9,3.8,5,54,-16,4.2,63,78,1.8,-35,-113,1.4,3.1,3.2,5.8,5.2,1.8,-6.9,0.05,136,2.4,4.6,105,2.6,5.3,27,0.6,3.8,78,1.9,-9,-0.5,0.2,33,0.7,-0.02,2.5,50,1.6,1.5,35,0.8,-1.3,-27,-1.2,56,1.4,3,W
-1,-1,0,-0.8,-50,0.6,-2.2,3.2,-40,32,-3.8,15,-61,9.4,67,150,2.4,-1.6,-0.1,-5.1,-10.7,0.7,9.9,0.03,2,2.7,-2.8,-63,-1,-3.2,-24,-0.4,-2.4,-39,-0.5,33,1.4,-8.1,-79,-2.4,0.02,-0.2,-8,0,-3.6,-75,-2.3,2.4,41,1.7,-54,-1.3,1,L
3,12,-9,38.6,146,-2.1,0.3,3.8,77,-8,5.5,113,108,7.3,-43,-160,3.1,4.1,5,7.6,6,3.6,-9.5,0.04,224,0.3,-0.5,68,-1.7,-2.8,-55,-3.6,1.7,123,1.8,-28,-1.5,8.5,100,2.2,0.17,1.1,35,0.5,0.5,38,-0.1,1.9,32,0.7,106,1.9,1,W
-3,0,-3,3.5,-162,2,-5.2,-8.6,-118,-360,2.8,-21,-21,-1.3,-55,-143,-1.6,2.1,2.3,7.5,2.7,2.4,-5.1,-0.09,-312,-4,-1.9,-146,-1.7,-3.3,-99,-2.7,-0.4,-47,1,-16,-0.2,10.1,-2,1.7,-0.38,0.4,-7,0.4,8.3,111,6.2,0,-15,-0.2,46,4.4,10,L
-1,-8,7,-28.7,-17,1.9,2.1,0.8,30,100,-0.9,-32,-55,1.1,-32,-86,-0.4,-2.2,-2.2,-5.8,6.6,-1.6,-5,0.01,-4,2.5,-0.3,26,2.3,1.8,33,1.6,-2.5,-7,0.6,-5,0,2.9,34,1.7,0.31,-1,-20,-0.5,-2.8,-53,-1.6,-0.1,6,0.4,-80,-2.3,-4,L
3,13,-10,42.1,102,-3.6,3,5.9,15,-69,2.9,189,285,-1.3,1,-10,0.9,3.1,4,19.9,-4.3,7,-2.7,0.06,220,0,3.5,219,3.9,5.3,43,0.2,1.8,176,3.6,-19,-1.1,-7.3,-44,-2.9,-0.39,-2.1,-31,-1.7,3,71,1.4,2.7,56,1.5,97,1.4,7,W
-1,-10,9,-36.1,176,9.1,0.2,2.2,101,203,1,-12,11,-3.9,31,42,3.6,1.4,0.2,-3.8,1.2,-3.2,2,0.02,221,10.9,-3,-42,-0.2,-4.3,-6,0.2,-1.7,-36,-0.4,29,1.3,3.4,71,3.1,0.37,0.2,18,0.9,-3.6,-31,-0.8,-4.9,-63,-2.2,55,2.7,-2,L
-1,-9,8,-32.4,30,3.7,-0.7,0.4,70,213,-1.5,-147,-240,2.7,45,129,0.2,-0.6,-1.8,-22,1.6,-8.3,6.7,0.01,38,4.1,-3.5,-84,-1.8,-3.7,-9,0.1,-3.3,-75,-1.9,2,0.3,5.6,70,3,0.48,0.8,16,0.8,-4.5,-75,-2.4,-3,-40,-1.3,-26,-0.3,-1,W
-1,-10,9,-36.1,-114,-1.7,-3.5,0.1,-24,-82,0.6,-101,-172,2.8,29,34,3.7,1.8,1.2,-8.6,-2,-3.9,5.9,0,-120,-1.8,-6.3,-298,-9.7,-8.8,-133,-4.5,-3.8,-165,-5.2,-26,-0.8,0.9,-6,0.2,0.27,0.7,5,0.4,-3.2,-78,-2.5,-0.7,-21,-0.6,8,1,-4,W
-1,-13,12,-47.2,20,3.3,0.2,-2.8,16,189,-4.6,-34,-99,5.7,-27,-11,-4.5,-6.1,-5.1,-11.2,5.3,-1.5,-3.8,-0.02,-29,1.6,-2,-33,0.1,1.6,53,2.4,-5.6,-86,-2.3,26,1.1,-5.5,-29,-0.6,0.17,1,20,1,-4,-67,-2.1,-2.1,-33,-1.1,71,3.3,-1,W
-1,-13,12,-47.2,-123,-2,-2.7,-0.9,-15,-9,-0.7,-151,-248,2.9,32,78,1.2,0.4,-0.5,-15.1,-0.6,-6,6.6,-0.01,-149,-2.8,-6,-202,-6.2,-6.9,-82,-2.6,-5.1,-120,-3.5,18,0.9,3.2,15,1,0.31,-0.4,-17,-0.4,-2.8,-71,-2.3,-4.5,-73,-2.5,-35,-0.6,-3,L
0,-5,5,-19.3,-10,-0.4,-0.4,-3.4,27,174,-3.3,-135,-178,-1.5,9,32,-0.4,-3.6,-4.6,-16.3,3.8,-6.1,2.4,-0.03,-72,-2.8,-1.7,-14,-0.5,-2.1,14,0.5,-1.3,-28,-1,-9,-0.3,-6.3,-28,-1.1,0.22,1,18,0.7,-4.5,-82,-3.2,0.5,5,0.2,79,3,-10,L
-1,-2,1,-6.4,-44,0.9,2.4,0.8,34,96,-0.5,-69,-82,-2,-31,-87,-0.1,-1.8,-2.5,-7.4,7.6,-3.3,-4.4,0.01,-32,1.5,1.4,12,1.8,1.3,24,1.3,1.4,-12,0.5,-20,-0.6,-7.5,-32,-0.7,0.17,1.9,31,1.4,-3.5,-71,-2.3,2.1,29,1.2,11,1.1,-12,W
-1,3,-4,13.1,-93,-0.9,2.2,-0.6,-40,-134,1.2,-25,37,-9.3,-2,8,-1,1.5,0.4,5.4,-1,-0.3,1.3,-0.01,-107,-1.3,4,36,2.9,6.5,46,2.4,1.6,-10,0.5,7,0.4,-0.6,-24,-0.4,-0.33,1.9,24,1.2,4.8,68,3.2,0.6,2,0.2,-45,-1,1,W
0,-5,5,-19.3,68,2.6,1.4,4.1,82,128,1.8,-46,-63,-0.3,25,37,2.7,2.3,1.2,-7,2.1,-4.1,2.1,0.04,143,5.5,-1.7,-17,-0.6,-1.9,-6,-0.3,-1.6,-11,-0.4,-10,-0.3,-2.6,26,1,0.22,0.4,12,0.5,-2.5,-33,-1.3,-0.5,-4,-0.1,66,2.5,0,L
-1,-17,16,-62,-76,-0.3,-1.3,-9.1,-19,89,-3.8,-136,-169,-2.6,-78,-188,-1.9,-6.6,-7.1,-13,11.8,-4.1,-7.7,-0.09,-252,-6.7,-2.8,-77,-1.5,-1.6,12,0.9,-4.1,-89,-2.4,17,0.8,-10.5,-84,-2.7,-0.03,-1.4,-33,-1,-2.5,-57,-1.7,-1.6,-23,-0.7,-51,-1.2,-6,L
2,10,-8,33.8,129,-0.3,-0.2,-1.6,36,-30,3.1,35,119,-7.6,-1,-4,0,3.1,2.1,8.1,0.8,0.8,-1.6,-0.02,106,-1.4,2.3,142,2.5,1,5,-0.7,3.7,137,3.2,13,0.1,1.5,29,0.1,-0.3,1.1,32,0.7,4.9,113,3.3,3.1,42,1.2,127,3.2,7,W
-2,-10,8,-33.8,-129,0.3,0.2,1.6,-36,30,-3.1,-35,-119,7.6,1,4,0,-3.1,-2.1,-8.1,-0.8,-0.8,1.6,0.02,-106,1.4,-2.3,-142,-2.5,-1,-5,0.7,-3.7,-137,-3.2,-13,-0.1,-1.5,-29,-0.1,0.3,-1.1,-32,-0.7,-4.9,-113,-3.3,-3.1,-42,-1.2,-127,-3.2,-7,W
-2,-6,4,-19.3,-96,1.5,2.2,-1.4,-20,39,-2.6,-113,-70,-11.4,28,122,-3.4,-1.8,-3.7,-5.9,-1.5,-4.7,6.2,-0.01,-125,0.7,3.4,-2,2.8,3.3,62,3.4,3.5,-64,-0.6,21,1.1,4.2,18,1.6,0.14,1.1,9,0.9,-1.1,-38,-0.4,-3.3,-58,-1.9,-67,-1.1,-9,L
-4,4,-8,19.3,-126,5.1,5.5,5.2,30,-67,3.9,-66,-6,-11.3,-30,-48,-2.5,3.1,1,1.2,7.6,-3.3,-4.3,0.05,-36,8.7,4.3,56,7.3,4.5,22,2.8,4.1,34,4.5,-3,0.5,4.4,42,3.2,0.19,0.8,2,1,-0.4,-32,0.8,1.6,23,1.3,-180,-3.7,-14,W
2,4,-2,11.9,-94,-8.6,-3.2,-1.9,-63,-67,-2.4,1,-60,7.7,-6,-18,0,-2.3,-1,-2.5,-2.7,1.5,1.1,-0.02,-131,-10.2,-2.1,-14,-3.4,-5.3,-64,-3.5,1,50,0.1,-24,-1.2,-0.2,-33,-2.2,0.1,-1.7,-36,-1.9,-2.7,-63,-3.4,1,13,0.2,-11,-1.7,-1,L
5,7,-2,16.7,325,-0.6,-3.7,3.1,85,77,3.3,191,156,13.7,43,59,4.1,4.4,6.5,8.2,-5.9,5.3,0.6,0.03,404,1.5,-1,149,-1.5,-4.4,-54,-4.3,2.4,203,2.8,-9,-1,3.9,71,0.2,-0.08,-1.7,-2,-1.2,2.5,115,1.5,2.6,63,1.5,186,3.2,14,W
3,0,3,-4.3,127,-0.4,-2.3,-2.8,16,75,-1.1,36,32,2.9,13,39,0,-0.9,-0.4,0.3,-2,1.1,0.8,-0.03,81,-4.8,-1.9,81,-1.3,-3.4,-11,-2,-0.5,92,0.7,6,-0.3,0.9,14,-0.9,0.01,-2.9,-39,-2.1,-0.6,13,-1,1.8,37,0.9,78,0.9,4,W
-3,3,-6,15,-81,4.5,6.8,8.6,36,18,2,-27,20,-7.4,25,21,3.7,2.7,1.3,0.9,-0.9,-2.3,3.2,0.09,70,10.2,7.6,127,8.7,9.6,94,5,5.6,33,3.7,28,1.5,-5.6,-16,0.8,-0.03,1.1,11,1.1,0.4,-8,1.2,-0.4,-12,0,-31,0.8,2,W
-3,4,-7,18.6,-201,0.2,9.3,14.5,94,30,5.6,-146,-151,-7.8,24,73,-0.1,6.3,3.1,-11.2,6.1,-9.2,3.1,0.14,66,10.1,4.9,30,5.2,5.3,30,2.7,4.6,0,2.6,-12,0,8.9,96,4.8,0.46,0.8,-6,0.5,-4.7,-129,-3.1,-0.4,-6,0.2,-189,-4.8,-16,W
-2,-1,-1,-0.7,-209,-2.6,2.8,-1.3,-47,-94,-0.3,-154,-134,-10.7,4,12,0,0.1,-2.1,-6.3,1.4,-5.4,4,-0.01,-244,-3.7,4.6,41,4.4,5.6,36,2.5,3.6,5,2,60,2.5,-1.7,-35,-0.4,-0.04,-0.2,-25,-0.4,0.9,-23,0.2,0.5,-1,0.2,-70,-1.3,0,W
-5,-7,2,-16.7,-325,0.6,3.7,-3.1,-85,-77,-3.3,-191,-156,-13.7,-43,-59,-4.1,-4.4,-6.5,-8.2,5.9,-5.3,-0.6,-0.03,-404,-1.5,1,-149,1.5,4.4,54,4.3,-2.4,-203,-2.8,9,1,-3.9,-71,-0.2,0.08,1.7,2,1.2,-2.5,-115,-1.5,-2.6,-63,-1.5,-186,-3.2,-14,W
-3,-7,4,-20.7,-222,-0.6,2.4,1,-76,-104,-1.9,-60,-82,-1.7,-1,12,-1,-1.6,-1.7,-2.7,-1.8,-1.1,2.9,0.01,-213,0.1,1.7,-106,0.4,5.5,41,3.1,-2.1,-147,-2.7,-6,0.3,-2.1,-53,-0.5,-0.03,0.8,-8,0.5,-0.1,-45,-0.1,-2.5,-40,-1,-172,-4.2,-6,L
3,7,-4,20.7,222,0.6,-2.4,-1,76,104,1.9,60,82,1.7,1,-12,1,1.6,1.7,2.7,1.8,1.1,-2.9,-0.01,213,-0.1,-1.7,106,-0.4,-5.5,-41,-3.1,2.1,147,2.7,6,-0.3,2.1,53,0.5,0.03,-0.8,8,-0.5,0.1,45,0.1,2.5,40,1,172,4.2,6,W
-1,-1,0,-1.1,-93,-3.3,0.2,-3.2,-52,-16,-2.8,-8,-37,2.6,-53,-102,-2.6,-4.4,-3.4,-2,4,1.2,-5.2,-0.03,-166,-3.2,0.8,4,1.4,2.3,34,1.6,-0.8,-30,-0.2,15,0.7,-2.7,-48,-1.2,-0.07,-1.1,-30,-0.9,-0.3,-22,-0.4,0.9,6,0.3,78,3.4,-2,W
1,10,-9,34.6,132,2.4,7.4,11.6,115,113,4.4,130,156,4.8,-14,-109,4.5,3.5,4.2,7.6,4.5,3.3,-7.8,0.12,346,10.1,7.1,179,5.3,10.6,105,3.5,3.5,74,1.9,14,0.4,-2.9,41,1,-0.05,-0.3,6,0,1.5,51,1.4,0.3,4,0,127,4,1,W
-1,3,-4,12.7,-116,-1.7,4.2,9.3,14,-91,3.4,29,45,-0.3,-2,-79,4.9,3.7,3.5,5,0.2,0.8,-1,0.1,55,4.4,1.5,-84,-1.7,2.6,-5,0.3,0.3,-79,-1.9,0,0.2,0,7,0.7,0.14,0.1,-9,-0.1,-1.3,-46,-1.2,-4.1,-72,-2.4,-18,0.1,-4,W
-1,-6,5,-19.8,-73,-0.2,-4.2,-9.5,-64,-57,-2.5,-80,-108,-1.1,-42,-48,-5.6,-3.7,-3.8,-5.6,4.8,-1.5,-3.4,-0.1,-250,-6.5,-1.5,-14,0.8,-3.6,-42,-1.1,0.7,28,1.9,-33,-1.1,2.8,-14,0,-0.06,-0.8,-20,-0.5,1.1,6,0.7,2.4,37,1.5,-81,-2.3,5,L
-1,-4,3,-11.4,-81,-2.9,-0.4,-5.6,-82,-55,-3.5,4,27,-2.4,-38,-59,-3,-4.5,-4,3,0.7,2,-2.8,-0.05,-198,-4.3,2.4,-50,-0.5,4.6,54,2.3,0.2,-104,-2.8,19,0.8,-2.5,-62,-1.7,-0.26,-1.2,-31,-0.9,1.7,18,1,-1.9,-39,-1.3,40,2.1,-6,W
1,1,0,1.2,63,-0.1,-2.5,-3.8,16,31,0.1,-3,-34,3,-28,-34,-3,-0.9,-0.4,-3.1,4.3,-0.2,-4.1,-0.03,1,-2.7,-2,-78,-4.2,-5.4,-46,-2.1,1.4,-32,-2,3,0,-8.8,-54,-2.5,-0.15,1.2,27,0.8,-0.8,-2,-0.6,-4.5,-75,-2.9,81,2.3,-1,L
1,1,0,1.2,17,-1.8,0.7,0.9,-10,-29,0.2,29,41,0.1,25,48,1.7,1.1,1.2,3.3,-4.3,1.1,3.3,0.01,34,-1.5,1.8,-10,-1.7,4.2,43,1.2,-0.6,-53,-2.8,20,0.6,-6.4,-52,-2.5,-0.44,0.4,8,0.1,3.3,64,1.9,-2.3,-41,-1.6,82,2.3,-5,W
1,10,-9,34.6,187,4.5,5.7,10.8,132,173,3.8,83,119,0.2,40,53,4.7,4.5,4.1,3.5,-1.2,0,1.1,0.11,387,11.6,5.8,140,3.9,5.9,75,2.3,5.7,65,1.5,11,0.3,-5.5,35,0.8,0.03,0.7,28,0.8,-0.7,24,0.4,-1.3,-15,-0.7,76,2.1,1,W
0,-4,4,-14.3,91,3.3,-8.2,-10.6,-74,16,-5.2,13,-4,2.5,30,172,-5.1,-4.3,-3.3,-0.6,-7.9,1.8,6,-0.11,-105,-3.7,-4.9,-17,-0.6,-9.1,-67,-2.4,-0.6,50,1.8,-1,-0.1,3.7,-14,-0.5,-0.09,2.4,55,2,0,16,0.6,2.8,47,1.7,27,0.9,15,W
2,9,-7,29.4,91,-1.6,3,0.6,59,57,2.2,22,55,-2.8,-30,-168,4.9,1,0.5,2.1,6.2,-0.1,-6.1,0.01,110,-1.4,4.2,172,3.9,6.1,64,1.5,2.2,108,2.4,5,-0.1,4,56,1.1,-0.07,-2.4,-34,-1.8,2.9,68,1.6,3.1,47,1.6,82,1.7,-2,W
1,0,1,-2.5,-87,-5.7,2.6,-5.9,-50,-42,-1.9,-7,9,-2.1,-101,-219,-2.8,-4.9,-4.4,1.6,9.4,1.7,-11,-0.05,-211,-10.5,8.1,94,2.2,10.4,106,3.5,5.8,-12,-1.3,8,0.2,-9.5,-99,-4.2,-0.55,-0.6,-20,-1,3.6,54,1.5,-0.2,-17,-0.8,75,2.1,-5,W
1,9,-8,30.9,-84,-5.6,4.9,11.6,38,18,1.9,-1,-27,2.6,56,65,7.6,3.7,3.4,-2.3,-5.5,-1.5,7,0.12,131,2.1,3.7,-34,-2.6,4.3,36,0.9,3,-70,-3.5,35,1.2,-0.6,15,0,0.19,1.1,13,0.2,-2.1,-55,-2.5,-1.7,-41,-1.6,35,0.6,-2,L
2,2,0,2.5,89,-4.4,-0.1,-0.6,50,138,-1,-12,-61,4.3,-1,3,-0.4,-1.5,-0.9,-8.3,2.9,-1.6,-1.3,0,87,-2.3,2.1,50,-0.8,0.9,29,0.2,3.3,21,-1,11,0.2,1.7,37,0.4,0.09,0.4,15,0.1,-0.6,7,-0.7,-1.6,-25,-1.2,64,1,-10,W
1,4,-3,12.3,-11,-2.9,5.2,4.8,53,43,2.2,10,30,-1.8,-39,-83,-1.4,0.8,0.4,0.8,7.3,-0.3,-6.9,0.05,77,0.1,4.3,99,2.4,6.5,62,1.9,2.1,37,0.5,4,0,3.9,53,1.4,0.18,-0.1,-3,-0.3,-0.5,-11,-0.9,0.1,2,-0.1,9,-0.4,-8,W
-1,-3,2,-8.6,43,4.1,-2.6,-2.7,-26,81,-3.9,9,1,1.3,40,119,-0.7,-3,-2.4,-1.9,-6.4,0.5,5.9,-0.03,-3,2.6,-5.8,-14,0.8,-3.3,3,0.5,-8.2,-17,0.2,8,0.4,-0.7,-18,-0.1,0.06,2.2,45,1.9,-2.1,-33,-0.7,4.9,82,3.2,-37,-0.7,5,L
1,-6,7,-24.7,15,-1.9,4.2,6.1,56,66,1.7,-4,12,-2,21,8,3.8,2.2,1.4,-1,0.1,-1.7,1.5,0.07,129,2.1,2.8,-1,-1.3,6.3,64,1.9,-0.8,-65,-3.3,6,0.1,-7.8,-23,-1.4,-0.11,-2.5,-45,-1.9,0.4,11,-0.1,-2.2,-34,-1.4,90,2.6,-5,L
-3,-10,7,-31.9,-107,3.7,-3,-6.4,-96,9,-6.4,-46,-103,4.7,8,104,-5.2,-6.2,-5.2,-6.8,-4.8,0.2,4.6,-0.07,-230,-0.4,-3.5,-64,1.7,-0.4,19,2.2,-6.5,-83,-0.5,-28,-0.7,-0.7,-53,-0.5,0,1.5,17,1.4,-1.5,-47,-0.4,1.1,15,1,-61,-0.1,12,L
-1,-1,0,-1.2,-65,0.1,-5.2,-6.3,-80,-97,-2.4,-18,-10,-1.8,-6,43,-4.2,-2.3,-2.1,2.1,-2.8,1.1,1.6,-0.07,-184,-4.1,-7.9,-113,-2.9,-10.5,-99,-3.2,-5.2,-14,0.3,-30,-1,-6.2,-80,-2.4,-0.04,0.3,0,0.2,-2.8,-62,-1.8,2.5,37,1.5,-20,0,1,W
1,-1,2,-6.2,-100,-6.2,2.3,5.7,4,-152,4.3,14,6,1.6,-21,-94,2.4,4.3,4.2,3.9,2.4,0.7,-3.1,0.06,1,-2.7,2.2,-17,-1.9,1.6,-39,-1.9,2.7,22,0,33,1.1,1.6,13,0,0.02,-7.2,-150,-5.8,1.1,4,-0.3,-2.4,-34,-1.4,19,0,0,L
0,-7,7,-25,36,1.3,-4.3,-10.2,-63,-57,-2.4,18,49,-2.3,-44,-65,-4.8,-3.7,-3.2,4.9,2.2,2.7,-4.9,-0.11,-152,-5.4,-1.7,9,0.3,-2.8,-21,-0.8,-0.6,30,1.1,0,0,-1.2,-40,-1.4,-0.24,-1.8,-30,-1,2.4,51,1.9,3.1,51,1.8,8,0.3,7,W
1,-1,2,-6.2,72,0.2,2.7,2.1,47,131,-1,43,21,4.6,-20,-26,-2,-2.1,-1.1,-2.3,3.8,0.9,-4.7,0.03,117,1.6,2.3,27,-0.3,5.8,76,2.4,-1.2,-49,-2.7,23,0.7,-4.7,-8,-0.8,-0.03,1.6,35,1.1,-0.7,2,-0.4,-2.7,-47,-1.9,146,4.7,-3,L
