@relation training_data

@attribute 'Total Games' numeric
@attribute Wins numeric
@attribute Losses numeric
@attribute 'Winning Pct' numeric
@attribute Possessions numeric
@attribute 'Possessions Per 40 minutes' numeric
@attribute 'Floor Pct' numeric
@attribute Efficiency numeric
@attribute 'Field Goals Made' numeric
@attribute 'Field Goal Attempts' numeric
@attribute 'Field Goal Pct' numeric
@attribute 'Free Throws Made' numeric
@attribute 'Free Throw Attempts' numeric
@attribute 'Free Throw Pct' numeric
@attribute '3-pt Field Goals Made' numeric
@attribute '3-pt Field Goal Attempts' numeric
@attribute '3-pt Field Goal Pct' numeric
@attribute 'Effective Field Goal Pct' numeric
@attribute 'True Shooting Pct' numeric
@attribute 'Free Throw Rate' numeric
@attribute 'Field Goal Point Pct' numeric
@attribute 'Free Throw Point Pct' numeric
@attribute '3-pt Field Goal Point Pct' numeric
@attribute 'Points Per Possessions' numeric
@attribute Points numeric
@attribute 'Points Per Game' numeric
@attribute 'Rebound Pct' numeric
@attribute 'Total Rebounds' numeric
@attribute 'Total Rebounds Per Game' numeric
@attribute 'Offensive Reb Pct' numeric
@attribute 'Offensive Rebounds' numeric
@attribute 'Offensive Rebounds Per Game' numeric
@attribute 'Defensive Reb Pct' numeric
@attribute 'Defensive Rebounds' numeric
@attribute 'Defensive Rebounds Per Game' numeric
@attribute 'Team Rebounds' numeric
@attribute 'Team Rebounds Per Game' numeric
@attribute 'Assist Pct' numeric
@attribute Assists numeric
@attribute 'Assists Per Game' numeric
@attribute 'Assist to Turnover' numeric
@attribute 'Steal Pct' numeric
@attribute Steals numeric
@attribute 'Steals Per Game' numeric
@attribute 'Turnover Pct' numeric
@attribute Turnovers numeric
@attribute 'Turnovers Per Game' numeric
@attribute 'Block Pct' numeric
@attribute Blocks numeric
@attribute 'Blocks Per Game' numeric
@attribute Fouls numeric
@attribute 'Fouls Per Game' numeric
@attribute Disqualifications numeric
@attribute Outcome {L,W}

@data
2,-1,3,-7.7,31,-3.8,1.2,5.4,107,214,0.7,-144,-191,-1.1,62,153,1.8,2,0,-18,1.1,-8.8,7.8,0.06,132,-0.5,-3.6,-75,-5.6,-5.5,-25,-1.8,-1.8,-50,-3.7,5,-0.1,13,145,4.4,0.76,0.3,8,-0.1,-6.1,-105,-4.8,-2.1,-29,-1.4,-23,-2,3,W
0,-8,8,-28.6,12,0.5,2.1,2.2,64,135,0.2,-98,-148,1.3,23,39,1.8,0.4,-0.4,-12.6,2.7,-5.4,2.8,0.03,53,1.9,2.5,14,0.5,3.5,39,1.4,1.4,-25,-0.9,24,0.8,7.9,91,3.3,0.38,-2.5,-44,-1.5,-1,-16,-0.6,-2.3,-32,-1.2,-7,-0.2,3,L
-1,-5,4,-15.5,-196,-4.5,0.8,-1.6,-38,-72,-0.3,-145,-181,-2.3,-28,-34,-2.6,-0.9,-1.9,-9.3,5,-4.5,-0.4,-0.01,-249,-6.1,5,1,1.2,1.3,-8,0.2,8.6,9,1.2,-16,-0.5,11.6,68,2.9,0.39,-0.6,-29,-0.8,-0.5,-41,-1,-0.9,-25,-0.8,-86,-2.4,-8,W
1,-6,7,-24.1,-82,-5.4,-3.5,2.1,-13,2,-0.9,-114,-245,8.4,89,228,2.3,1.9,1.9,-15.1,-8.5,-5,13.6,0.02,-51,-4.6,-1.9,-136,-6.3,-5.6,-77,-3.2,1.8,-59,-3,10,0.2,1.7,5,-0.4,0.2,-1.5,-36,-1.5,-1.4,-40,-1.9,-3.2,-51,-2,-96,-4.1,-8,L
1,5,-4,16.7,69,0.2,4.9,11.8,144,183,4.2,-15,-75,6.9,11,43,-0.8,3.8,3.7,-8.9,6.6,-3.6,-2.9,0.12,284,7.8,0.8,-44,-2.9,0.9,13,0.1,0.7,-57,-2.9,4,0,7.8,131,4.3,0.62,3.9,75,2.6,-3.9,-58,-2.5,-2.9,-47,-1.9,-29,-1.6,-2,W
0,1,-1,3.6,79,2.8,-2.6,-8.4,-67,-132,-0.5,124,256,-8,-63,-127,-4.1,-2,-1.7,19.7,1.6,7,-8.6,-0.09,-73,-2.6,-3.1,36,1.3,-2.7,-21,-0.8,-3.4,57,2,-1,0,-2,-53,-1.9,-0.41,-1,-13,-0.5,2.5,60,2.1,1.9,35,1.3,105,3.7,0,W
0,-9,9,-32.1,118,4.2,-0.5,3,90,192,0.2,-48,-119,6.2,49,139,-0.2,1.1,1,-12.2,-0.8,-4.3,5.1,0.03,181,6.5,-2.6,-37,-1.3,-1.7,6,0.3,-3.6,-43,-1.5,15,0.5,1.7,64,2.3,0.23,-0.3,6,0.2,-1.2,-2,-0.1,-2.3,-24,-0.9,-7,-0.2,7,L
0,12,-12,42.9,-128,-4.6,3.7,2.4,-62,-103,-1,81,123,-1.2,-58,-148,-1.3,-2.5,-1.5,10,2.4,5.1,-7.5,0.02,-101,-3.6,1.2,13,0.5,5.3,52,1.8,-2.9,-39,-1.4,-4,-0.1,-7.6,-88,-3.2,-0.14,4.5,65,2.3,-0.9,-36,-1.3,4.4,50,1.8,2,0,-1,W
0,9,-9,32.1,-118,-4.2,0.5,-3,-90,-192,-0.2,48,119,-6.2,-49,-139,0.2,-1.1,-1,12.2,0.8,4.3,-5.1,-0.03,-181,-6.5,2.6,37,1.3,1.7,-6,-0.3,3.6,43,1.5,-15,-0.5,-1.7,-64,-2.3,-0.23,0.3,-6,-0.2,1.2,2,0.1,2.3,24,0.9,7,0.2,-7,W
1,-6,7,-24.1,109,1.6,-2.6,-2.6,71,170,-0.4,-132,-186,0.2,66,171,1.3,1.1,-0.3,-16.2,-1.5,-7.4,9,-0.02,76,0.1,-2.2,-19,-2,-4.5,-17,-1,0,-2,-0.9,-1,-0.2,-4.7,10,-0.2,-0.01,-1.8,-21,-1,-0.5,9,0,-0.6,-1,-0.2,-19,-1.2,2,L
0,10,-10,37.1,-58,-2.1,8.9,19.9,84,63,3.9,118,119,6,2,-41,3.8,3.8,4.7,6.4,0.3,2.8,-3.1,0.2,288,10.7,6.3,104,3.9,5.9,37,1.4,6.7,67,2.5,-25,-0.9,14.8,140,5.2,0.82,-0.4,-14,-0.5,-6.9,-133,-5,-3.5,-45,-1.6,-116,-4.3,-3,W
-1,6,-7,24.1,-184,-4.2,5.6,4.8,-30,-144,2.2,27,52,-1.6,-85,-231,-0.8,0,0.3,7.4,8.4,2.7,-11.1,0.05,-118,-1.6,6,4,1.5,9.7,52,2.3,2.4,-48,-0.8,-2,0,12.8,71,3.1,0.25,1.5,8,0.6,1.7,1,0.4,-1.2,-31,-1,-89,-2.6,-16,W
-1,14,-15,52.7,-186,-4.3,11.2,22.6,116,12,7.6,1,-28,3,-13,-50,1,7.2,6.2,-2.3,7.9,-3.1,-4.8,0.22,220,10.5,6,54,3.2,4.6,-2,0.4,7.5,56,2.9,-33,-1.1,22.2,196,7.6,1.01,1.6,10,0.6,-8.1,-186,-6.3,-0.8,-13,-0.3,-168,-5.4,-18,W
-2,6,-8,25.8,-144,-2.8,8.7,8.5,-2,-69,1.9,116,156,0.9,-45,-90,-3,0.7,-0.3,12.3,4.5,6,-6.8,0.08,-4,4.9,8.2,65,4.8,12.1,94,4.1,4.3,-29,0.7,-14,-0.3,8.4,55,3,0.4,3.6,52,2.3,-1.5,-52,-1.1,0.5,-6,0.1,-41,-0.3,-3,W
-1,7,-8,27.7,-81,-0.6,2.2,4.4,-31,-63,-0.2,49,92,-2.9,1,-24,2.2,0.1,0.2,8,-3,2.6,0.3,0.04,-12,2.2,1.2,61,3.5,0.3,6,0.7,2.2,55,2.8,8,0.4,16.1,93,3.9,0.51,1.4,16,0.9,-2,-50,-1.5,-1.1,-19,-0.5,-65,-1.8,1,W
1,2,-1,4.9,-59,-4.7,3.8,2.9,-5,20,-1,19,15,1.2,-25,-29,-3.7,-1.9,-1.3,0.4,2.4,1.2,-3.6,0.03,-16,-3.4,3.4,45,0.3,8.4,79,2.6,-1.6,-34,-2.2,-4,-0.3,14.1,92,3,0.34,3.4,54,1.8,0.4,-4,-0.6,-1.7,-30,-1.2,-12,-1.2,-8,W
1,9,-8,31.8,-56,-4.6,4.8,5.9,23,-10,1.9,48,27,4.4,-53,-136,-1.2,0.1,1.1,2.2,6.7,2,-8.7,0.06,41,-1.2,4,77,1.6,8,52,1.5,0,25,0,9,0.2,3.9,40,1,0.17,2.4,37,1.2,0.2,-6,-0.7,1.3,16,0.5,-6,-0.9,-3,W
0,7,-7,26,-120,-4.4,5.3,5.9,-8,-101,2.4,32,72,-3.2,-44,-166,2.4,1.4,1.2,7.6,4.4,2,-6.3,0.06,-28,-1,5.2,43,1.6,8.2,51,1.9,2.2,-8,-0.3,10,0.4,16.8,109,4.1,0.36,4.3,67,2.5,1.5,7,0.2,-2.3,-40,-1.4,-104,-3.9,-13,W
-1,9,-10,34.8,-250,-9.2,4.1,8.4,-75,-227,1.7,25,74,-4.7,8,-33,4.6,2.6,2.4,10.6,-5,2.6,2.4,0.08,-117,-1.6,5.2,38,2.7,4.2,-9,0.1,6.3,47,2.5,-12,-0.3,14,57,2.6,0.43,0.6,-15,-0.3,-1,-61,-1.9,-0.6,-22,-0.6,-102,-3.1,-4,W
-3,5,-8,24.1,-365,-5.7,5.5,3.7,-108,-241,0.1,-21,-6,-2.5,-100,-286,-0.2,-2.1,-1.7,6.2,7.3,2.7,-10.1,0.03,-337,-4,5.2,0,3.7,9.5,48,2.8,0.9,-48,0.8,-7,0.1,3.1,-44,0.1,0.12,1,-19,0.1,0.2,-56,-0.9,1.3,6,0.6,-100,-1.7,-12,W
-1,-4,3,-11.6,-54,0.4,1.3,4.1,-1,-107,3,44,66,-0.5,-30,-109,1.5,2.4,2.5,7.4,2.6,2.1,-4.7,0.04,12,3,0.7,-29,0.3,-2.2,-52,-1.4,3.7,23,1.7,1,0.2,9.5,63,2.8,0.33,-1.9,-40,-1.1,-1,-27,-0.6,-4.9,-71,-2.4,-32,-0.6,-2,L
1,10,-9,35.6,125,2.4,5.3,9.6,83,39,4.6,170,219,3,-41,-131,0.8,3,4.2,14.2,5.1,5.9,-11,0.09,295,8.6,4.2,147,4.3,6.5,50,1.5,1.9,97,2.8,11,0.3,11.5,120,4,0.25,1.1,32,1,1.3,40,1.1,0.4,13,0.4,-27,-1.7,2,W
0,6,-6,22.2,-9,-0.3,6.8,11.8,70,85,2.2,46,87,-2.8,8,27,-0.4,2.3,1.7,3.5,0.9,-0.1,-0.8,0.12,194,7.2,3,59,2.2,5.8,56,2.1,0.3,3,0.1,-13,-0.5,12.4,119,4.4,0.63,2.5,42,1.6,-3.8,-68,-2.6,0.5,3,0.2,-13,-0.5,-11,W
0,0,0,0,191,7,0.9,-4.7,84,168,0.5,-18,59,-8.2,-23,-57,-1,-0.8,-2.2,-1.1,7,-2.4,-4.6,-0.04,127,4.7,-0.3,117,4.3,1.1,60,2.2,-1.8,57,2.1,-11,-0.4,-6.4,5,0.2,-0.21,-0.3,15,0.5,0.9,49,1.9,2.6,50,1.8,77,2.9,10,L
-1,5,-6,20.5,-188,-4.4,5.2,11,-4,-38,0.9,8,-70,7.8,-3,-44,2.8,0.9,2,-3.5,-0.1,0.4,-0.4,0.11,-3,2.5,5.3,-17,0.7,7.2,38,1.8,3.4,-55,-1.1,2,0.2,6.7,43,2.1,0.42,2.8,34,1.5,-2,-69,-2.1,-1.3,-34,-1.1,-86,-2.5,-2,W
1,6,-5,18.8,-19,-3,1.1,-0.2,9,67,-1.4,-51,-63,-1,8,23,0,-1.4,-1.8,-6.2,0.9,-2.3,1.5,0,-25,-3.5,-1,-6,-1.5,0.8,35,0.8,-2.9,-41,-2.3,-5,-0.3,-12.3,-78,-3.4,-0.15,2.7,44,1.3,-1.4,-27,-1.3,3.8,49,1.6,-17,-1.2,1,W
-1,-3,2,-8,9,2.6,2.1,5.6,19,22,0.6,84,67,6,-17,-32,-1.5,0,1.3,4,0.7,3.1,-3.9,0.05,105,6.4,-0.4,-18,0.7,2.8,23,1.3,-3.6,-41,-0.6,16,0.7,6.4,54,2.5,0.24,1.5,27,1.2,-0.7,-11,-0.1,-1.7,-23,-0.7,12,1,5,L
0,11,-11,40.8,-40,-1.4,7.5,14.4,73,13,4.6,117,111,6.7,-55,-128,-2.1,2.7,4,7.3,8.1,3.8,-11.9,0.14,208,7.7,3,-25,-0.9,5.4,30,1.1,0.7,-55,-2,5,0.2,12.5,121,4.5,0.63,5.7,96,3.6,-3.4,-67,-2.5,-2.3,-46,-1.7,-10,-0.4,-4,W
-1,-6,5,-18.8,19,3,-1.1,0.2,-9,-67,1.4,51,63,1,-8,-23,0,1.4,1.8,6.2,-0.9,2.3,-1.5,0,25,3.5,1,6,1.5,-0.8,-35,-0.8,2.9,41,2.3,5,0.3,12.3,78,3.4,0.15,-2.7,-44,-1.3,1.4,27,1.3,-3.8,-49,-1.6,17,1.2,-1,L
0,0,0,0,-191,-7,-0.9,4.7,-84,-168,-0.5,18,-59,8.2,23,57,1,0.8,2.2,1.1,-7,2.4,4.6,0.04,-127,-4.7,0.3,-117,-4.3,-1.1,-60,-2.2,1.8,-57,-2.1,11,0.4,6.4,-5,-0.2,0.21,0.3,-15,-0.5,-0.9,-49,-1.9,-2.6,-50,-1.8,-77,-2.9,-10,L
4,24,-20,84.6,113,-5.4,9.2,15.4,108,144,3.2,183,233,5,-27,-119,2.7,1.7,3.3,12.6,4.1,6.5,-10.4,0.15,372,4,4.6,199,2.5,9.4,108,2.3,-0.2,91,0.2,8,-0.2,4.2,79,1.2,0.45,7.6,136,4.3,-3.5,-39,-3.2,5,72,2.2,-64,-5.3,-6,W
1,16,-15,55.9,-23,-3.1,7.6,3.4,-14,100,-4.1,159,231,-0.9,-99,-185,-5.9,-7.9,-5.9,13.3,8.1,8,-16,0.03,32,-1.3,5.1,149,4.2,14.4,173,5.9,-4.2,-24,-1.7,6,0.1,-5.2,-43,-2.1,0.09,6.5,109,3.7,-2.9,-54,-2.3,6,78,2.7,-21,-1.4,3,W
-1,10,-11,37.7,-265,-7,6.9,11.7,-26,-118,1.6,23,22,1.3,-40,-156,2.5,0.7,1.2,4.2,3.4,1.9,-5.2,0.12,-69,0,1.3,-90,-1.9,5,21,1.2,-2.5,-111,-3,-16,-0.4,-0.4,-16,-0.1,0.41,4.9,60,2.4,-4.6,-131,-4.2,0.5,-14,-0.3,-134,-4.1,-2,W
-1,8,-9,30.8,-213,-5.2,5.1,3.8,-39,-79,-0.2,-26,0,-4.3,-64,-180,-0.3,-2,-2.2,1.9,6.9,0.6,-7.4,0.04,-168,-3.4,1.9,-36,0,4.9,39,1.8,-1.2,-75,-1.8,-18,-0.5,-5.6,-60,-1.7,0.19,2.1,11,0.7,-3.1,-93,-2.9,1.9,9,0.5,-118,-3.5,-8,W
1,8,-7,26.2,-132,-7.1,3.4,3.3,-50,-56,-1.6,23,18,1.7,-13,-29,-0.7,-1.9,-1.1,2.5,-1.1,2.2,-0.9,0.03,-90,-5.9,1.6,-16,-1.9,6.6,69,2.1,-3.4,-85,-3.9,4,0,-6.8,-75,-3.3,-0.17,5.2,77,2.6,0,-21,-1.1,2.3,17,0.5,-34,-1.9,-3,W
1,8,-7,26.2,-86,-5.4,0.2,-1.4,-24,4,-1.7,-9,-57,4.6,-66,-111,-5.4,-3.9,-2.7,-3.9,7.5,0.9,-8.3,-0.01,-123,-7.1,-2.2,-84,-4.4,-3,-20,-1.2,-1.4,-64,-3.1,-13,-0.6,-9.2,-77,-3.3,0.12,6,96,3.3,-4.1,-87,-3.6,0.1,-17,-0.8,-35,-1.9,1,W
2,11,-9,35.2,-97,-8.4,4.9,7.8,45,111,-0.3,-63,-68,-2.3,4,5,0.5,-0.5,-1.5,-8,3.5,-3.7,0.3,0.08,31,-4.1,-2.4,-62,-5.1,-0.2,27,0,-4.7,-89,-5.1,1,-0.2,5.4,57,1.2,0.62,4.8,73,2.2,-7,-141,-6.1,2.3,21,0.4,-21,-2,2,W
1,-8,9,-30.8,259,6.8,-4.8,-6.7,74,160,0.2,24,22,1.4,-10,-15,-1.2,-0.5,-0.5,-2.4,3.7,-0.6,-3.2,-0.07,162,3.2,-3.5,64,1,-7.3,-45,-2,0.3,109,3,15,0.4,-1.6,26,0.5,-0.15,-3.7,-38,-1.6,0.7,54,1.6,3.6,82,2.7,99,2.9,9,L
1,12,-11,41,-80,-5.2,5.1,4.5,-26,46,-3.1,60,108,-3.2,-18,-3,-4.2,-3.9,-3.3,6,-0.5,3.2,-2.6,0.05,-10,-2.9,4,122,3.2,7.4,102,3.3,0.5,20,0,1,-0.1,-5.1,-49,-2.3,0.16,4.5,70,2.3,-3.5,-75,-3.1,3.8,45,1.5,-25,-1.5,-3,W
1,2,-1,4,-173,-8.7,3.9,-1.8,-28,4,-2,-65,-72,-2.1,-109,-280,-1.8,-5.6,-5.4,-4.9,13.5,-0.6,-12.8,-0.02,-230,-11.1,1.3,-23,-2.1,5,61,1.8,-2.5,-84,-3.9,-2,-0.2,-10.1,-86,-3.7,0.04,4,51,1.6,-2.5,-73,-3,2.4,21,0.6,-92,-4,-6,W
1,11,-10,37.3,-115,-6.5,7.1,13.4,65,53,2.8,-30,-77,3.5,15,-12,4.5,3.1,2.6,-6.7,2.1,-3,1.2,0.13,113,1.7,5.6,2,-1.2,6.3,49,1.3,4.9,-47,-2.5,-21,-0.9,3.9,57,1.6,0.49,0.9,0,-0.3,-3.4,-80,-3.3,-1,-27,-1.2,-81,-3.6,-8,W
-1,-17,16,-59.6,59,4.4,-8.6,-14.2,-82,-80,-3.2,-66,-48,-5.7,47,105,2.1,-1.3,-2.2,-1.1,-9,-1.5,10.4,-0.14,-183,-4.2,-2,31,2.4,-6.2,-65,-1.9,2.2,96,4.3,0,0.1,-0.2,-43,-1.1,-0.48,-8.4,-140,-4.9,4.8,94,3.8,-1.5,-3,0.1,27,1.6,3,L
0,-11,11,-39.3,207,7.4,-6.3,-10.8,-5,-29,0.5,43,133,-6.8,-5,21,-2.8,0.5,-0.2,9.7,-0.8,1.9,-1.1,-0.11,28,1,-4.3,23,0.8,-8,-73,-2.6,-0.5,96,3.4,3,0.1,5.6,35,1.3,-0.27,-5.5,-78,-2.8,3.4,96,3.4,-2.5,-15,-0.5,103,3.7,1,L
1,6,-5,18.8,-210,-10,0.2,4.5,-75,-101,-1.9,-33,-122,7.2,31,80,1,-0.6,0.4,-5.1,-6.1,0.1,6.1,0.04,-152,-8.2,-0.7,-123,-5.8,-0.3,-25,-1.4,-1.1,-98,-4.4,6,0.1,-5.9,-83,-3.6,0.06,3,29,0.8,-2.3,-76,-3.2,1.2,-1,-0.2,-94,-4.1,-9,W
0,-3,3,-10.8,10,0.4,-3.2,-5.4,-28,-89,0.8,-33,-4,-5,9,9,1.5,1.4,0.5,2.2,-1.6,-0.8,2.4,-0.05,-80,-2.9,1.4,24,0.8,-3.6,-58,-2.1,6.5,82,2.9,-11,-0.4,5.9,24,0.9,-0.09,-4.2,-71,-2.5,2.1,38,1.4,-2.1,-26,-0.9,5,0.2,-6,W
0,12,-12,42.8,-107,-3.8,6.8,11.4,65,18,4,-55,-57,-2.7,18,-70,8.9,4.6,3,-4.6,2.5,-4.2,1.8,0.12,93,3.3,5.9,62,2.2,5.6,32,1.1,6.3,30,1.1,-14,-0.5,14.9,124,4.4,0.57,-0.1,-13,-0.4,-2.3,-61,-2.1,2.2,26,1,-75,-2.7,-13,W
1,3,-2,8,-239,-11.1,1.8,2.7,-64,-268,3.3,-25,-21,-1.8,-50,-162,1.5,2.7,2.4,5.3,4,1,-4.9,0.03,-203,-10,3.4,1,-1.3,0.4,-71,-3.1,6.4,72,1.8,6,0.1,7.1,14,0.1,0.2,-6.6,-152,-5.8,-0.1,-43,-1.9,0.1,-2,-0.2,-92,-4,-4,L
0,6,-6,21.4,-154,-7.9,1.9,-8.8,-80,-100,-2.3,-19,14,-4.8,-68,-168,-1.2,-4.2,-6.3,3.6,7.1,2.4,-5.7,-0.08,-329,-11.8,4.4,131,4.6,6.3,47,1.6,2.6,84,3,-5,-0.2,6.3,0,0,0.09,1.5,13,0.5,0.2,-23,-0.8,4.7,65,2.4,-100,-3.6,-17,W
1,14,-13,48.8,-17,-2.8,6.7,12.4,55,-40,4.9,121,174,1.6,-34,-135,2.7,3.9,4.5,12.9,4.4,4.8,-9.1,0.13,197,4.8,4.4,101,2.4,5.4,20,0.3,3.4,81,2.1,-30,-1.2,-1.7,21,0.3,0.23,-0.4,-8,-0.5,-2.5,-46,-2.1,1.5,24,0.8,-66,-3,-8,W
-2,12,-14,45.4,-238,-3.8,-0.2,0,-113,-228,-0.6,-13,23,-4.9,-17,-54,0.6,-0.4,-0.6,7.1,-2.5,2,0.6,0,-256,-4.2,0,-112,-1.4,-3.7,-75,-1.8,3.7,-37,0.4,-17,-0.4,5,-26,0,0.27,2.4,24,1.2,-3.3,-105,-2.8,1.5,5,0.5,-79,-1.6,-6,W
1,7,-6,22.8,-261,-11.9,4.2,7.9,-2,-112,3.1,-127,-187,-0.7,7,-37,4.5,3.7,2.4,-9.1,2.5,-5,2.6,0.08,-124,-7.1,5.2,-39,-2.8,1,-41,-2,9.5,2,-0.8,-31,-1.3,6.8,43,1.1,0.46,-1,-44,-1.8,-3.4,-113,-4.5,-3,-57,-2.2,-186,-7.5,-25,W
0,6,-6,21.4,-216,-7.7,2.2,3.5,-73,-144,-0.5,3,-26,3.1,-21,-79,1.6,-0.7,0.1,2.2,-0.7,1.9,-1.1,0.04,-164,-5.9,3.2,-64,-2.3,2,-14,-0.5,4.4,-50,-1.8,-43,-1.5,4.8,-7,-0.2,0.28,0.1,-19,-0.6,-2.8,-91,-3.2,-1.2,-24,-0.8,-163,-5.8,-13,W
-1,4,-5,16.6,-206,-4.9,4.8,0.4,-38,-116,0.9,-80,-59,-6.3,-57,-146,-0.7,-0.5,-1.6,-0.7,7.5,-1.6,-5.8,0.01,-213,-5.1,5.2,58,3.2,7.9,51,2.1,2.6,7,1.1,1,0.1,4.6,10,0.8,0.13,2,19,0.9,0.6,-24,-0.4,2.3,26,1.1,-133,-4,-15,W
0,0,0,0,-67,-2.3,1.3,-7.7,-28,-44,-0.5,-87,-36,-9.9,-65,-166,-0.8,-2.6,-4,-1.2,9.1,-2,-7,-0.07,-208,-7.5,4.4,77,2.7,6.6,62,2.2,2.3,15,0.5,12,0.4,8.1,39,1.4,-0.19,1.5,20,0.8,4.4,66,2.4,1.9,15,0.6,36,1.3,-1,L
-1,-1,0,-0.6,123,6.8,0.6,2.7,64,68,2.2,74,63,5,-21,-51,-0.8,1.3,2.1,2.3,3.5,1.7,-5.3,0.02,181,9.2,-3.3,1,1.4,0.1,5,0.6,-6.7,-4,0.8,18,0.8,0.8,42,2,-0.01,1.4,38,1.6,0.9,37,1.7,5.4,96,3.7,5,0.8,6,W
0,9,-9,32.1,-139,-4.9,4.4,-3.2,-41,-84,-0.2,-36,14,-7.7,-90,-244,-0.3,-2.9,-3.5,3.2,10.3,0.5,-10.7,-0.03,-208,-7.5,6,98,3.5,9.1,71,2.5,3,27,1,13,0.5,0.2,-22,-0.8,-0.05,0.8,1,0.1,1,-6,-0.2,2.4,28,1,-72,-2.6,-10,W
1,7,-6,22.8,-112,-6.4,-1.2,-1.5,-67,-93,-1.6,-17,9,-3.9,3,-20,2.4,-1.2,-1.4,3.1,-3,0.8,2.3,-0.01,-148,-8,2.7,37,0,-2.8,-39,-1.9,8.2,76,1.9,-32,-1.3,3.7,-12,-0.9,0.18,0.1,-8,-0.5,-2.2,-59,-2.5,0.7,4,0,-100,-4.3,-13,W
-1,-7,6,-22.8,0,2.2,3.2,5.6,17,61,-0.7,57,36,5.3,4,36,-2,-0.8,0.3,0.7,-1.3,1.8,-0.6,0.05,95,6,1.4,40,2.8,5.8,73,3.1,-3,-33,-0.3,3,0.2,-6.3,-32,-0.7,-0.11,-1.4,-24,-0.7,-0.1,-1,0.3,1.3,23,1,14,1.1,7,W
0,8,-8,28.5,-197,-7,3.1,5.4,-23,-60,0.3,-76,-137,1.8,14,-12,4.3,0.9,0.7,-7.5,-0.8,-2.7,3.5,0.06,-108,-3.9,5.7,1,0,4.4,15,0.5,7,-14,-0.5,-14,-0.5,0.3,-11,-0.4,0.18,1.3,7,0.3,-1.3,-58,-2,0.4,-11,-0.4,-98,-3.5,-7,W
-1,-3,2,-8,200,9.6,3,0.9,103,190,1.1,66,126,-2.2,-40,-89,-2.5,-0.8,-0.9,2.9,7.7,0.7,-8.5,0.01,232,11.1,-0.7,99,5,3.9,83,3.5,-5.4,16,1.5,5,0.3,0,59,2.7,0.03,1.2,42,1.7,0.2,38,1.8,0.9,27,1.1,89,3.9,15,L
1,14,-13,48.8,-49,-4,5.4,8.8,54,-9,4,33,44,0.7,-38,-96,-0.6,2.7,2.7,3.3,7.4,0.7,-8,0.09,103,1.3,3.4,-7,-1.6,2.6,7,-0.2,4.3,-14,-1.4,-11,-0.5,6.1,67,2,0.39,4.2,69,2.4,-2.7,-56,-2.4,-0.6,-23,-1,-22,-1.4,-9,W
-1,-14,13,-48.8,49,4,-5.4,-8.8,-54,9,-4,-33,-44,-0.7,38,96,0.6,-2.7,-2.7,-3.3,-7.4,-0.7,8,-0.09,-103,-1.3,-3.4,7,1.6,-2.6,-7,0.2,-4.3,14,1.4,11,0.5,-6.1,-67,-2,-0.39,-4.2,-69,-2.4,2.7,56,2.4,0.6,23,1,22,1.4,9,L
-3,-8,5,-23.4,-263,-2.3,-5.6,-9.6,-186,-289,-3.8,-76,-89,-2.8,-7,-90,4.3,-3,-2.9,1.3,-6.6,0.8,5.8,-0.09,-455,-8.7,-1.9,-136,-0.8,-3.9,-84,-1.7,0,-52,0.9,5,0.5,-7.7,-155,-4,-0.38,-4.6,-107,-3.2,1.8,-16,0.7,2.1,26,1.4,-84,-1.1,4,L
0,-6,6,-22.3,-110,-4.1,-5.2,-14.9,-123,-166,-3.4,-109,-86,-8.2,-33,-56,-2.2,-3.7,-4.7,-1.4,0.1,-1.3,1.3,-0.15,-388,-14.3,1.7,58,2.1,0.2,-12,-0.4,3.1,70,2.6,13,0.5,1,-55,-2,-0.51,-3.9,-79,-2.9,6,90,3.3,3.1,50,1.9,-86,-3.2,-13,W
-2,-8,6,-25.3,-184,-4.3,-3.2,-11,-111,-230,-1,-72,-50,-6.5,-24,-80,0.9,-0.8,-3.6,2.3,0.5,0.5,2.7,-0.11,-396,-9.2,0,6,2.8,-2.8,-69,-1.6,2.7,75,4.4,-26,-0.7,1.6,-45,-0.8,-0.12,-6.2,-130,-4.3,1.9,0,0.9,-0.7,-2,0.3,-146,-3.8,-4,W
0,-8,8,-29.7,-355,-13.2,-6.9,-15.1,-260,-480,-3.2,-85,-76,-5.6,-65,-251,3.5,-3.3,-3.3,5.7,-3.2,2.2,0.9,-0.15,-670,-24.8,1.5,-130,-4.8,-2.4,-103,-3.8,5.3,-27,-1,-28,-1,7.2,-70,-2.6,-0.41,-4.8,-120,-4.5,6.1,58,2.1,-1.3,-48,-1.7,-35,-1.3,0,W
-1,-13,12,-45.3,-139,-2.7,-5.4,-14.9,-178,-192,-6,-22,8,-4.9,-43,-84,-2.1,-6.6,-6.1,5,-3.4,3,0.4,-0.15,-421,-12.7,-1.2,-44,-0.3,-0.2,-5,0.2,-2.3,-39,-0.5,16,0.7,-12,-183,-6.1,-0.68,-5.4,-109,-3.8,3.4,36,1.7,-0.1,2,0.3,-65,-1.7,4,L
0,-5,5,-18.6,-7,-2.8,-0.1,-14.1,-26,80,-4.3,-106,-79,-8.6,-12,-34,0.1,-5.1,-9,-8.1,4.6,-2.7,2.4,-0.14,-256,-9.4,2,158,5.8,5.2,77,2.9,-1.2,81,3,20,0.7,-5.1,-45,-1.7,-0.2,-5.2,-92,-3.4,1.4,24,0.9,3,55,2.1,-54,-2,-2,L
