Cent Michigan,26,10,16,38.5,1763.0,67.8,52.9,110.0,659,1497,44.0,413,578,71.5,209,652,32.1,51.0,54.8,38.6,46.4,21.3,32.3,1.1,1940,74.6,49.3,816,31.4,30.0,277,10.7,68.6,539,20.7,95,3.7,47.3,312,12.0,1.15,11.2,197,7.6,15.4,272,10.5,2.3,32,1.2,477,18.3,7
Charl Southern,27,12,15,44.4,1895.0,70.2,55.9,118.0,758,1648,46.0,444,612,72.5,277,704,39.3,54.4,57.7,37.1,43.0,19.8,37.1,1.18,2237,82.9,52.5,1010,37.4,32.9,324,12.0,72.1,686,25.4,97,3.6,51.8,393,14.6,1.37,9.6,181,6.7,15.1,287,10.6,5.3,81,3.0,489,18.1,7
Charlotte,26,14,12,53.8,1826.0,70.2,52.4,101.5,653,1483,44.0,397,605,65.6,151,424,35.6,49.1,52.4,40.8,54.2,21.4,24.4,1.02,1854,71.3,52.1,995,38.3,34.4,325,12.5,69.8,670,25.8,78,3.0,53.1,347,13.3,0.9,8.9,163,6.3,21.0,384,14.8,4.6,70,2.7,472,18.2,16
Chattanooga,29,16,13,55.2,2008.0,71.7,54.0,110.7,723,1651,43.8,516,731,70.6,183,548,33.4,49.3,55.6,44.3,48.6,23.2,24.7,1.11,2222,76.6,51.6,1041,35.9,35.3,371,12.8,67.8,670,23.1,97,3.3,46.5,336,11.6,0.89,10.2,205,7.1,18.7,376,13.0,8.5,141,4.9,539,18.6,8
Chicago State,27,11,16,40.7,1903.0,70.5,48.7,98.2,662,1576,42.0,363,534,68.0,182,541,33.6,47.8,51.1,33.9,51.4,19.4,29.2,0.98,1869,69.2,44.9,831,30.8,26.1,265,9.8,63.7,566,21.0,83,3.1,44.0,291,10.8,0.89,12.3,234,8.7,17.2,327,12.1,4.4,65,2.4,608,22.5,21
Cincinnati,28,24,4,85.7,1778.0,63.5,56.2,109.1,670,1567,42.8,436,607,71.8,163,493,33.1,48.0,52.3,38.7,52.3,22.5,25.2,1.09,1939,69.3,53.6,1017,36.3,39.9,384,13.7,67.2,633,22.6,88,3.1,53.7,360,12.9,1.17,12.8,228,8.1,17.4,309,11.0,11.1,159,5.7,492,17.6,8
The Citadel,30,5,25,16.7,2019.0,67.3,48.2,98.8,690,1626,42.4,429,597,71.9,185,526,35.2,48.1,52.2,36.7,50.7,21.5,27.8,0.99,1994,66.5,46.5,997,33.2,27.1,277,9.2,65.9,720,24.0,91,3.0,57.5,397,13.2,1.04,6.4,129,4.3,18.9,381,12.7,4.7,82,2.7,582,19.4,14
Clemson,27,17,10,63.0,1626.0,60.2,53.2,103.5,586,1409,41.6,370,502,73.7,141,457,30.9,46.6,51.1,35.6,52.9,22.0,25.1,1.04,1683,62.3,52.2,970,35.9,36.2,324,12.0,68.1,646,23.9,74,2.7,47.1,276,10.2,0.91,8.0,130,4.8,18.6,302,11.2,10.9,156,5.8,429,15.9,9
Cleveland State,30,20,10,66.7,1979.0,66.0,54.1,112.3,773,1633,47.3,454,607,74.8,222,539,41.2,54.1,57.8,37.2,49.6,20.4,30.0,1.12,2222,74.1,50.3,1022,34.1,33.3,315,10.5,67.3,707,23.6,82,2.7,55.6,430,14.3,1.14,8.9,177,5.9,19.1,378,12.6,6.3,102,3.4,593,19.8,20
Coast Carolina,28,16,12,57.1,1957.0,69.9,53.0,104.8,715,1609,44.4,443,634,69.9,178,509,35.0,50.0,53.7,39.4,52.4,21.6,26.0,1.05,2051,73.3,52.4,1081,38.6,35.4,355,12.7,69.3,726,25.9,105,3.8,42.8,306,10.9,0.75,9.3,182,6.5,20.9,409,14.6,4.7,75,2.7,563,20.1,16
