Total Games,Winning Pct,Possessions,Possessions Per 40 minutes,Floor Pct,Efficiency,Field Goal Attempts,Field Goal Pct,Free Throw Attempts,Free Throw Pct,3-pt Field Goal Attempts,3-pt Field Goal Pct,Effective Field Goal Pct,True Shooting Pct,Free Throw Rate,Field Goal Point Pct,Free Throw Point Pct,3-pt Field Goal Point Pct,Points Per Possessions,Points,Points Per Game,Rebound Pct,Total Rebounds,Total Rebounds Per Game,Offensive Reb Pct,Offensive Rebounds,Offensive Rebounds Per Game,Defensive Reb Pct,Defensive Rebounds,Defensive Rebounds Per Game,Team Rebounds,Team Rebounds Per Game,Assist Pct,Assists,Assists Per Game,Assist to Turnover,Steal Pct,Steals,Steals Per Game,Turnover Pct,Turnovers,Turnovers Per Game,Block Pct,Blocks,Blocks Per Game,Fouls,Fouls Per Game,Disqualifications,Outcome
5.0,6.3,253.0,-2.1,3.4,0.0,235.0,-1.1,186.0,-3.8,70.0,-3.8,-1.9,-1.7,5.2,1.4,2.1,-3.5,0.0,270.0,-2.4,8.4,435.0,7.2,9.0,180.0,3.3,7.7,255.0,3.8,38.0,0.5,0.4,49.0,-0.5,-0.15,-0.2,26.0,-0.3,2.4,102.0,1.1,2.4,54.0,0.9,180.0,2.6,-3.0,W
-2.0,-1.3,-39.0,2.5,-0.8,0.5,-124.0,0.4,-7.0,4.1,87.0,1.5,1.9,2.4,2.0,-6.4,1.2,5.2,0.01,-29.0,3.2,2.4,-30.0,1.2,3.2,3.0,0.7,1.5,-36.0,0.3,17.0,0.6,1.0,-17.0,0.3,-0.24,-0.4,-14.0,0.0,3.3,72.0,2.7,-1.3,-28.0,-0.6,-6.0,0.8,11.0,L
-2.0,4.3,24.0,4.2,-3.5,-7.0,-211.0,-0.3,167.0,3.6,-175.0,-2.1,-1.6,0.0,11.1,0.9,6.1,-7.0,-0.07,-150.0,0.0,0.6,84.0,4.2,1.1,-17.0,0.1,0.1,101.0,4.0,-24.0,-0.5,6.7,10.0,1.0,-0.43,0.7,21.0,0.9,5.7,149.0,4.6,6.4,139.0,3.9,124.0,4.1,9.0,L
0.0,8.1,-269.0,-7.3,3.6,9.7,-102.0,1.6,-113.0,0.2,72.0,3.6,3.1,2.5,-3.8,-4.1,-2.4,6.6,0.09,-54.0,-1.5,3.0,-46.0,-1.2,2.0,-18.0,-0.5,4.0,-28.0,-0.8,4.0,0.1,2.7,17.0,0.5,0.34,-1.3,-66.0,-1.7,-3.1,-130.0,-3.5,-0.2,-19.0,-0.6,-131.0,-3.5,-8.0,W
-4.0,5.6,-191.0,2.0,0.7,9.1,-322.0,4.3,61.0,6.8,-59.0,6.8,5.8,6.7,9.1,-6.0,3.5,2.4,0.09,15.0,8.2,1.7,-156.0,-0.1,0.3,-121.0,-1.8,3.1,-35.0,1.7,-47.0,-0.9,-1.8,-48.0,0.2,-0.04,-3.2,-104.0,-1.9,0.3,-27.0,0.6,-5.3,-118.0,-2.6,-39.0,0.7,-11.0,L
-1.0,-6.3,-61.0,0.1,0.7,-2.7,-124.0,0.2,75.0,4.6,-204.0,-6.6,-2.3,-0.7,6.3,7.3,4.6,-11.9,-0.03,-127.0,-1.6,1.1,-47.0,-0.4,7.0,48.0,1.6,-4.7,-95.0,-2.0,16.0,0.5,11.8,75.0,2.5,-0.03,0.6,8.0,0.4,4.2,85.0,2.7,-1.6,-36.0,-0.9,65.0,2.3,-1.0,W
4.0,4.2,243.0,-0.7,2.8,-2.8,267.0,-1.6,124.0,-3.0,15.0,-6.6,-3.3,-3.2,0.8,5.2,0.7,-6.0,-0.03,200.0,-2.7,4.2,263.0,3.2,9.4,194.0,3.9,-1.0,69.0,-0.7,-3.0,-0.3,2.1,69.0,0.3,-0.16,6.4,198.0,4.4,2.7,111.0,1.8,1.4,33.0,0.4,82.0,0.3,-14.0,L
2.0,-1.5,144.0,0.3,1.2,-1.4,109.0,-1.1,62.0,-0.9,127.0,-1.7,-0.6,-0.6,1.1,-2.8,0.4,2.4,-0.01,121.0,-0.5,4.0,191.0,3.1,6.2,122.0,2.6,1.7,69.0,0.5,55.0,1.2,2.5,37.0,0.3,-0.2,1.0,41.0,0.7,3.3,106.0,2.2,0.3,11.0,0.0,110.0,2.0,2.0,W
2.0,1.1,197.0,1.8,1.5,2.6,250.0,0.6,19.0,2.4,-25.0,0.7,-0.3,-0.1,-2.6,4.4,-0.7,-3.8,0.03,290.0,3.8,-1.2,69.0,-0.1,-1.5,22.0,0.1,-1.0,47.0,0.0,2.0,-0.1,-4.6,25.0,-0.1,0.24,-1.9,-26.0,-1.1,-3.2,-46.0,-1.8,-1.4,-12.0,-0.4,-22.0,-1.3,-7.0,W
5.0,0.7,375.0,1.3,1.8,1.4,449.0,-1.8,88.0,-5.5,199.0,3.9,-0.6,-1.8,-4.1,-3.4,-2.9,6.3,0.01,434.0,2.3,-0.4,294.0,3.0,0.4,142.0,2.1,-1.3,152.0,0.9,31.0,0.4,-1.6,79.0,0.3,0.11,3.4,129.0,2.4,-2.0,25.0,-1.0,5.1,125.0,2.7,47.0,-1.0,10.0,W
1.0,10.6,169.0,2.7,1.3,2.8,134.0,1.6,129.0,1.0,-74.0,-0.6,0.6,0.9,3.5,3.8,1.6,-5.4,0.02,258.0,4.8,-3.3,-26.0,-1.6,0.2,19.0,0.2,-6.8,-45.0,-1.8,-56.0,-1.4,0.1,54.0,1.0,0.1,4.5,141.0,3.4,-1.2,2.0,-0.2,-0.6,-5.0,-0.2,27.0,0.3,1.0,W
-1.0,4.5,-99.0,-0.9,1.2,8.8,-33.0,4.5,-201.0,2.6,73.0,5.0,5.9,4.9,-8.4,-0.6,-4.9,5.5,0.09,116.0,4.8,-0.5,-168.0,-3.4,-6.0,-143.0,-3.3,5.0,-25.0,0.0,-35.0,-0.8,-4.1,3.0,0.4,0.4,-4.2,-121.0,-2.9,-4.3,-127.0,-3.0,-6.6,-140.0,-3.4,-141.0,-3.2,-15.0,W
1.0,8.0,173.0,2.8,-0.9,-5.7,40.0,-2.8,278.0,0.8,-78.0,-5.2,-4.3,-2.8,11.6,0.5,6.6,-7.1,-0.06,46.0,-0.7,0.8,105.0,1.8,5.5,115.0,2.6,-3.9,-10.0,-0.9,-34.0,-0.9,4.0,19.0,0.1,-0.36,6.4,191.0,4.7,3.7,126.0,3.0,3.1,60.0,1.4,231.0,5.5,7.0,W
